Code,CustomerCode,
LMYST102,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('LMYST102', 'INFOSYS')"
LNUKENCZ,LNUK,"insert into dbo.Projects([Code], [CustomerCode]) values('LNUKENCZ', 'LNUK')"
LOWBUFEC,LOWES,"insert into dbo.Projects([Code], [CustomerCode]) values('LOWBUFEC', 'LOWES')"
LOWBUFEP,LOWES,"insert into dbo.Projects([Code], [CustomerCode]) values('LOWBUFEP', 'LOWES')"
LPEDAUI1,INFYAUS,"insert into dbo.Projects([Code], [CustomerCode]) values('LPEDAUI1', 'INFYAUS')"
LT25SPEN,LIMITED,"insert into dbo.Projects([Code], [CustomerCode]) values('LT25SPEN', 'LIMITED')"
LTVSTP01,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('LTVSTP01', 'INFOSYS')"
LTVSZ101,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('LTVSZ101', 'INFOSYS')"
LTVSZ102,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('LTVSZ102', 'INFOSYS')"
MB14IVSP,DFS-NA,"insert into dbo.Projects([Code], [CustomerCode]) values('MB14IVSP', 'DFS-NA')"
MCKCHZBF,MCKESSON,"insert into dbo.Projects([Code], [CustomerCode]) values('MCKCHZBF', 'MCKESSON')"
MDLZBFZ2,MDLZNA,"insert into dbo.Projects([Code], [CustomerCode]) values('MDLZBFZ2', 'MDLZNA')"
MDSSEGPL,MDLZNA,"insert into dbo.Projects([Code], [CustomerCode]) values('MDSSEGPL', 'MDLZNA')"
MDTBUFSP,MDTRNC,"insert into dbo.Projects([Code], [CustomerCode]) values('MDTBUFSP', 'MDTRNC')"
MDTCHSTP,MDTRNC,"insert into dbo.Projects([Code], [CustomerCode]) values('MDTCHSTP', 'MDTRNC')"
MDTLNQCZ,MDTRNC,"insert into dbo.Projects([Code], [CustomerCode]) values('MDTLNQCZ', 'MDTRNC')"
MDTLNQPR,MDTRNC,"insert into dbo.Projects([Code], [CustomerCode]) values('MDTLNQPR', 'MDTRNC')"
MDTMBARZ,MDTRNC,"insert into dbo.Projects([Code], [CustomerCode]) values('MDTMBARZ', 'MDTRNC')"
MDTMOBVV,MDTRNC,"insert into dbo.Projects([Code], [CustomerCode]) values('MDTMOBVV', 'MDTRNC')"
MDTMPGAR,MDTRNC,"insert into dbo.Projects([Code], [CustomerCode]) values('MDTMPGAR', 'MDTRNC')"
MERLCENG,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('MERLCENG', 'BANKAM')"
MERLWM2E,BANKAM,"insert into dbo.Projects([Code], [CustomerCode]) values('MERLWM2E', 'BANKAM')"
MGENFPME,MONEYGRA,"insert into dbo.Projects([Code], [CustomerCode]) values('MGENFPME', 'MONEYGRA')"
MITACONS,MJET,"insert into dbo.Projects([Code], [CustomerCode]) values('MITACONS', 'MJET')"
MITACST1,MJET,"insert into dbo.Projects([Code], [CustomerCode]) values('MITACST1', 'MJET')"
MLSEZENG,MERL,"insert into dbo.Projects([Code], [CustomerCode]) values('MLSEZENG', 'MERL')"
MNBUCSTP,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MNBUCSTP', 'MOLINA')"
MNBUSEZ1,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MNBUSEZ1', 'MOLINA')"
MOH23EM5,MOH,"insert into dbo.Projects([Code], [CustomerCode]) values('MOH23EM5', 'MOH')"
MOH25ES5,MOH,"insert into dbo.Projects([Code], [CustomerCode]) values('MOH25ES5', 'MOH')"
MOH35EM,MOH,"insert into dbo.Projects([Code], [CustomerCode]) values('MOH35EM', 'MOH')"
MOHSDEM2,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOHSDEM2', 'MOLINA')"
MOL021E5,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL021E5', 'MOLINA')"
MOL02ME5,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL02ME5', 'MOLINA')"
MOL02TE5,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL02TE5', 'MOLINA')"
MOL155C4,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL155C4', 'MOLINA')"
MOL155E4,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL155E4', 'MOLINA')"
MOL155M4,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL155M4', 'MOLINA')"
MOL155P4,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL155P4', 'MOLINA')"
MOL155T4,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOL155T4', 'MOLINA')"
MOLEECS1,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLEECS1', 'MOLINA')"
MOLENGCP,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLENGCP', 'MOLINA')"
MOLGCM2,MOLEX,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLGCM2', 'MOLEX')"
MOLGCMP,MOLEX,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLGCMP', 'MOLEX')"
MOLGCMZ,MOLEX,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLGCMZ', 'MOLEX')"
MOLOECS1,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLOECS1', 'MOLINA')"
MOLOECZ1,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLOECZ1', 'MOLINA')"
MOLOECZ2,MOLINA,"insert into dbo.Projects([Code], [CustomerCode]) values('MOLOECZ2', 'MOLINA')"
MOONTIST,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('MOONTIST', 'INFOSYS')"
MSBSEN08,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSBSEN08', 'MSOFT')"
MSBSEN11,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSBSEN11', 'MSOFT')"
MSBSEN12,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSBSEN12', 'MSOFT')"
MSCDENST,MORGANS,"insert into dbo.Projects([Code], [CustomerCode]) values('MSCDENST', 'MORGANS')"
MSCFBPFE,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSCFBPFE', 'MSOFT')"
MSCFEAPL,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSCFEAPL', 'MSOFT')"
MSCFEINV,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSCFEINV', 'MSOFT')"
MSCFEMOR,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSCFEMOR', 'MSOFT')"
MSCFIST7,MSOFTIN,"insert into dbo.Projects([Code], [CustomerCode]) values('MSCFIST7', 'MSOFTIN')"
MSCSSPCC,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSCSSPCC', 'MSOFT')"
MSDECRMP,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSDECRMP', 'MSOFT')"
MSDECRMZ,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSDECRMZ', 'MSOFT')"
MSECOSE3,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSECOSE3', 'MSOFT')"
MSESMENG,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSESMENG', 'MSOFT')"
MSESUMT1,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSESUMT1', 'MSOFT')"
MSESUMT2,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSESUMT2', 'MSOFT')"
MSESUST,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSESUST', 'MSOFT')"
MSETZMCP,METASCAL,"insert into dbo.Projects([Code], [CustomerCode]) values('MSETZMCP', 'METASCAL')"
MSHDEVSZ,MCKESSON,"insert into dbo.Projects([Code], [CustomerCode]) values('MSHDEVSZ', 'MCKESSON')"
MSILINF1,DE12345,"insert into dbo.Projects([Code], [CustomerCode]) values('MSILINF1', 'DE12345')"
MSILINF2,DE12345,"insert into dbo.Projects([Code], [CustomerCode]) values('MSILINF2', 'DE12345')"
MSIOTCHI,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSIOTCHI', 'MSOFT')"
MSIOTEHH,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSIOTEHH', 'MSOFT')"
MSIOTPRT,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSIOTPRT', 'MSOFT')"
MSIOTSE,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSIOTSE', 'MSOFT')"
MSIOTSYC,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSIOTSYC', 'MSOFT')"
MSIOTWEC,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSIOTWEC', 'MSOFT')"
MSIOTWES,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSIOTWES', 'MSOFT')"
MSMPSCOM,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSMPSCOM', 'MSOFT')"
MSOSBLEG,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSBLEG', 'MSOFT')"
MSOSDCE2,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSDCE2', 'MSOFT')"
MSOSDEFN,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSDEFN', 'MSOFT')"
MSOSECAT,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSECAT', 'MSOFT')"
MSOSFNCD,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSFNCD', 'MSOFT')"
MSOSFNSP,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSFNSP', 'MSOFT')"
MSOSFNSZ,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSFNSZ', 'MSOFT')"
MSOSFPRB,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSFPRB', 'MSOFT')"
MSOSMCIN,MSOFTIN,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSMCIN', 'MSOFTIN')"
MSOSMCIP,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSMCIP', 'MSOFT')"
MSOSMCUS,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSMCUS', 'MSOFT')"
MSOSMCWD,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSMCWD', 'MSOFT')"
MSOSOAT5,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSOAT5', 'MSOFT')"
MSOSOIP5,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSOIP5', 'MSOFT')"
MSOSTBGN,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSTBGN', 'MSOFT')"
MSOSTDP,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSTDP', 'MSOFT')"
MSOSUCCZ,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSUCCZ', 'MSOFT')"
MSOSUCMD,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSOSUCMD', 'MSOFT')"
MSPIEN01,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSPIEN01', 'MSOFT')"
MSSRSTPE,MSOFTIN,"insert into dbo.Projects([Code], [CustomerCode]) values('MSSRSTPE', 'MSOFTIN')"
MSSTENGP,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSSTENGP', 'MSOFT')"
MSUWINIL,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSUWINIL', 'MSOFT')"
MSUWINIT,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSUWINIT', 'MSOFT')"
MSUWINPM,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSUWINPM', 'MSOFT')"
MSUWINSP,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSUWINSP', 'MSOFT')"
MSVLEG43,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSVLEG43', 'MSOFT')"
MSVLEG44,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSVLEG44', 'MSOFT')"
MSVLEN37,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSVLEN37', 'MSOFT')"
MSVLEN38,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('MSVLEN38', 'MSOFT')"
MXCCHSZ1,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXCCHSZ1', 'MAXIS')"
MXCCHSZ2,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXCCHSZ2', 'MAXIS')"
MXIMPOS2,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXIMPOS2', 'MAXIS')"
MXIMPOTZ,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXIMPOTZ', 'MAXIS')"
MXIPCCDZ,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXIPCCDZ', 'MAXIS')"
MXIPCCNZ,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXIPCCNZ', 'MAXIS')"
MXIPCSTP,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXIPCSTP', 'MAXIS')"
MXOAPCDZ,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXOAPCDZ', 'MAXIS')"
MXOAPMNG,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXOAPMNG', 'MAXIS')"
MXOAPMPG,MAXIS,"insert into dbo.Projects([Code], [CustomerCode]) values('MXOAPMPG', 'MAXIS')"
MZISCDP1,KRFTEU,"insert into dbo.Projects([Code], [CustomerCode]) values('MZISCDP1', 'KRFTEU')"
NABCE839,NAB,"insert into dbo.Projects([Code], [CustomerCode]) values('NABCE839', 'NAB')"
NABDOCS1,NAB,"insert into dbo.Projects([Code], [CustomerCode]) values('NABDOCS1', 'NAB')"
NABDOCSC,NAB,"insert into dbo.Projects([Code], [CustomerCode]) values('NABDOCSC', 'NAB')"
NABM019E,NAB,"insert into dbo.Projects([Code], [CustomerCode]) values('NABM019E', 'NAB')"
NABM040E,NAB,"insert into dbo.Projects([Code], [CustomerCode]) values('NABM040E', 'NAB')"
NABM340E,NAB,"insert into dbo.Projects([Code], [CustomerCode]) values('NABM340E', 'NAB')"
NABTONS1,NABTESCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NABTONS1', 'NABTESCO')"
NABVAVE1,NABTESCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NABVAVE1', 'NABTESCO')"
NABWLENG,NAB,"insert into dbo.Projects([Code], [CustomerCode]) values('NABWLENG', 'NAB')"
NBNAGTST,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNAGTST', 'NBNCO')"
NBNASSTP,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNASSTP', 'NBNCO')"
NBNASTV2,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNASTV2', 'NBNCO')"
NBNASTVM,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNASTVM', 'NBNCO')"
NBNBUFTZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNBUFTZ', 'NBNCO')"
NBNDFTZ1,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNDFTZ1', 'NBNCO')"
NBNDFTZ2,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNDFTZ2', 'NBNCO')"
NBNDSFTP,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNDSFTP', 'NBNCO')"
NBNDSFTZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNDSFTZ', 'NBNCO')"
NBNENGOL,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNENGOL', 'NBNCO')"
NBNGDASP,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNGDASP', 'NBNCO')"
NBNGDKCN,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNGDKCN', 'NBNCO')"
NBNGPSJ1,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNGPSJ1', 'NBNCO')"
NBNNCSTP,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNCSTP', 'NBNCO')"
NBNNIBMZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNIBMZ', 'NBNCO')"
NBNNIBTP,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNIBTP', 'NBNCO')"
NBNNIBTZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNIBTZ', 'NBNCO')"
NBNNICZ2,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNICZ2', 'NBNCO')"
NBNNITP2,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNITP2', 'NBNCO')"
NBNNITZ2,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNITZ2', 'NBNCO')"
NBNNPUSZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNPUSZ', 'NBNCO')"
NBNNTAK2,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNTAK2', 'NBNCO')"
NBNNTHVP,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNTHVP', 'NBNCO')"
NBNNTSAJ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNTSAJ', 'NBNCO')"
NBNNTVSZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNTVSZ', 'NBNCO')"
NBNNTYSM,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNNTYSM', 'NBNCO')"
NBNPMCHZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNPMCHZ', 'NBNCO')"
NBNPMPNZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNPMPNZ', 'NBNCO')"
NBNPMSTP,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNPMSTP', 'NBNCO')"
NBNPMTVZ,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNPMTVZ', 'NBNCO')"
NBNPMTZ2,NBNCO,"insert into dbo.Projects([Code], [CustomerCode]) values('NBNPMTZ2', 'NBNCO')"
NBTSUEG1,NBTY,"insert into dbo.Projects([Code], [CustomerCode]) values('NBTSUEG1', 'NBTY')"
NETDEVP,NET2005,"insert into dbo.Projects([Code], [CustomerCode]) values('NETDEVP', 'NET2005')"
NETUXEMS,NET2005,"insert into dbo.Projects([Code], [CustomerCode]) values('NETUXEMS', 'NET2005')"
NGTYSMGD,CA,"insert into dbo.Projects([Code], [CustomerCode]) values('NGTYSMGD', 'CA')"
NGTYSMPZ,CA,"insert into dbo.Projects([Code], [CustomerCode]) values('NGTYSMPZ', 'CA')"
NIKEBFPS,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEBFPS', 'NIKE')"
NIKEBFPZ,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEBFPZ', 'NIKE')"
NIKECNPS,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKECNPS', 'NIKE')"
NIKECPS,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKECPS', 'NIKE')"
NIKECPSS,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKECPSS', 'NIKE')"
NIKECPZ,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKECPZ', 'NIKE')"
NIKEGTM,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEGTM', 'NIKE')"
NIKELBRS,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKELBRS', 'NIKE')"
NIKELBRZ,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKELBRZ', 'NIKE')"
NIKEMXAS,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEMXAS', 'NIKE')"
NIKEMXAZ,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEMXAZ', 'NIKE')"
NIKEMXFS,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEMXFS', 'NIKE')"
NIKEMXFZ,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEMXFZ', 'NIKE')"
NIKEWEB,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEWEB', 'NIKE')"
NIKEWEBZ,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEWEBZ', 'NIKE')"
NIKEWUSP,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEWUSP', 'NIKE')"
NIKEWUSZ,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEWUSZ', 'NIKE')"
NIKEWUZ2,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKEWUZ2', 'NIKE')"
NIKMSEZ1,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKMSEZ1', 'NIKE')"
NIKMSEZ2,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKMSEZ2', 'NIKE')"
NIKMSTCH,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKMSTCH', 'NIKE')"
NIKMSTP,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKMSTP', 'NIKE')"
NIKMSZCH,NIKE,"insert into dbo.Projects([Code], [CustomerCode]) values('NIKMSZCH', 'NIKE')"
NISCLRUP,NISSAN,"insert into dbo.Projects([Code], [CustomerCode]) values('NISCLRUP', 'NISSAN')"
NMACEENG,NISSAN,"insert into dbo.Projects([Code], [CustomerCode]) values('NMACEENG', 'NISSAN')"
NMACENBA,NISSAN,"insert into dbo.Projects([Code], [CustomerCode]) values('NMACENBA', 'NISSAN')"
NMETENG3,NORWES,"insert into dbo.Projects([Code], [CustomerCode]) values('NMETENG3', 'NORWES')"
NMRTENG1,NORWES,"insert into dbo.Projects([Code], [CustomerCode]) values('NMRTENG1', 'NORWES')"
NNAMPENG,NISSAN,"insert into dbo.Projects([Code], [CustomerCode]) values('NNAMPENG', 'NISSAN')"
NNAMSENG,NISSAN,"insert into dbo.Projects([Code], [CustomerCode]) values('NNAMSENG', 'NISSAN')"
NONT1MSS,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NONT1MSS', 'NSTROM')"
NORCHENG,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORCHENG', 'NSTROM')"
NORDMENG,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORDMENG', 'NSTROM')"
NORDPLMS,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORDPLMS', 'NSTROM')"
NORGSCNZ,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORGSCNZ', 'NSTROM')"
NORMBENG,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORMBENG', 'NSTROM')"
NORMENGP,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORMENGP', 'NSTROM')"
NORSDGSZ,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORSDGSZ', 'NSTROM')"
NORSSGSZ,NSTROM,"insert into dbo.Projects([Code], [CustomerCode]) values('NORSSGSZ', 'NSTROM')"
NOVASBUF,SLEEPSOL,"insert into dbo.Projects([Code], [CustomerCode]) values('NOVASBUF', 'SLEEPSOL')"
NOVASVMT,SLEEPSOL,"insert into dbo.Projects([Code], [CustomerCode]) values('NOVASVMT', 'SLEEPSOL')"
OBLPK101,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('OBLPK101', 'INFOSYS')"
OCDSEZ01,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('OCDSEZ01', 'INFOSYS')"
OCHSZ201,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('OCHSZ201', 'INFOSYS')"
OEMTRGPZ,INFY,"insert into dbo.Projects([Code], [CustomerCode]) values('OEMTRGPZ', 'INFY')"
OEMTRGTZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('OEMTRGTZ', 'INFOSYS')"
OOYENGFL,OOYALA,"insert into dbo.Projects([Code], [CustomerCode]) values('OOYENGFL', 'OOYALA')"
OPNSD501,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('OPNSD501', 'INFOSYS')"
OTVSZ101,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('OTVSZ101', 'INFOSYS')"
PEHWINT2,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('PEHWINT2', 'INTEL')"
PEHWINT3,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('PEHWINT3', 'INTEL')"
PEM2MSEZ,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEM2MSEZ', 'FRITOLAY')"
PEM2MSTP,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEM2MSTP', 'FRITOLAY')"
PEOEMTRG,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('PEOEMTRG', 'INFOSYS')"
PEP1EGEM,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEP1EGEM', 'FRITOLAY')"
PEP1FGEN,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEP1FGEN', 'FRITOLAY')"
PEP1PGEN,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEP1PGEN', 'FRITOLAY')"
PEP2FGEN,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEP2FGEN', 'FRITOLAY')"
PEPBFGEM,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPBFGEM', 'FRITOLAY')"
PEPCAPNZ,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPCAPNZ', 'FRITOLAY')"
PEPCFGEN,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPCFGEN', 'FRITOLAY')"
PEPDCFRP,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPDCFRP', 'FRITOLAY')"
PEPDVMII,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPDVMII', 'FRITOLAY')"
PEPEBMC1,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPEBMC1', 'FRITOLAY')"
PEPNCDPP,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPNCDPP', 'FRITOLAY')"
PEPNCPVZ,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPNCPVZ', 'FRITOLAY')"
PEPNENZ2,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPNENZ2', 'FRITOLAY')"
PEPNSIN1,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPNSIN1', 'FRITOLAY')"
PEPNSMO2,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPNSMO2', 'FRITOLAY')"
PEPNSPV5,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPNSPV5', 'FRITOLAY')"
PEPNSPVZ,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPNSPVZ', 'FRITOLAY')"
PEPPFGE2,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPPFGE2', 'FRITOLAY')"
PEPPSPLS,FRITOLAY,"insert into dbo.Projects([Code], [CustomerCode]) values('PEPPSPLS', 'FRITOLAY')"
