Code,CustomerCode,
ENGLVCHZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVCHZ', 'INFOSYS')"
ENGLVHYD,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVHYD', 'INFOSYS')"
ENGLVHYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVHYZ', 'INFOSYS')"
ENGLVHZ1,INFY,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVHZ1', 'INFY')"
ENGLVMYS,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVMYS', 'INFOSYS')"
ENGLVMZ1,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVMZ1', 'INFOSYS')"
ENGLVMZ2,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVMZ2', 'INFOSYS')"
ENGLVPUN,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVPUN', 'INFOSYS')"
ENGLVPUZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVPUZ', 'INFOSYS')"
ENGLVPZ1,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVPZ1', 'INFOSYS')"
ENGLVTVZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGLVTVZ', 'INFOSYS')"
ENGOH,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOH', 'INFOSYS')"
ENGOHCHZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHCHZ', 'INFOSYS')"
ENGOHHYD,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHHYD', 'INFOSYS')"
ENGOHHYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHHYZ', 'INFOSYS')"
ENGOHMYS,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHMYS', 'INFOSYS')"
ENGOHMZ1,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHMZ1', 'INFOSYS')"
ENGOHMZ2,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHMZ2', 'INFOSYS')"
ENGOHPUN,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHPUN', 'INFOSYS')"
ENGOHPUZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHPUZ', 'INFOSYS')"
ENGOHSHL,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHSHL', 'INFOSYS')"
ENGOHTVM,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHTVM', 'INFOSYS')"
ENGOHTVZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGOHTVZ', 'INFOSYS')"
ENGPNA,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGPNA', 'INFOSYS')"
ENGPRSL,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGPRSL', 'INFOSYS')"
ENGPSCHZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGPSCHZ', 'INFOSYS')"
ENGPSHYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGPSHYZ', 'INFOSYS')"
ENGPSPUZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGPSPUZ', 'INFOSYS')"
ENGSALS,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGSALS', 'INFOSYS')"
ENGSPZ2,INFSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGSPZ2', 'INFSYS')"
ENGTRCHZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGTRCHZ', 'INFOSYS')"
ENGTRHYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGTRHYZ', 'INFOSYS')"
ENGTRMYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGTRMYZ', 'INFOSYS')"
ENGTRMZ1,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGTRMZ1', 'INFOSYS')"
ENGTRPUZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGTRPUZ', 'INFOSYS')"
ENGTRSTP,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGTRSTP', 'INFOSYS')"
ENGTRTVZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGTRTVZ', 'INFOSYS')"
ENGVSSTP,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGVSSTP', 'INFOSYS')"
ENGWMHZ2,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('ENGWMHZ2', 'WALMART')"
ENPLMLAB,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ENPLMLAB', 'INFOSYS')"
ETRVLHYZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ETRVLHYZ', 'INFOSYS')"
ETRVLSTP,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ETRVLSTP', 'INFOSYS')"
FAOMPLST,FAURENA,"insert into dbo.Projects([Code], [CustomerCode]) values('FAOMPLST', 'FAURENA')"
FASTVASZ,FAURENA,"insert into dbo.Projects([Code], [CustomerCode]) values('FASTVASZ', 'FAURENA')"
FCBUFBLR,FRIECAMP,"insert into dbo.Projects([Code], [CustomerCode]) values('FCBUFBLR', 'FRIECAMP')"
FDCEBSZM,FDC_001,"insert into dbo.Projects([Code], [CustomerCode]) values('FDCEBSZM', 'FDC_001')"
FDEBMIEN,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDEBMIEN', 'FIDELITY')"
FDENGSS3,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDENGSS3', 'FIDELITY')"
FDFICONE,FMRINDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFICONE', 'FMRINDIA')"
FDFICRCE,FMRINDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFICRCE', 'FMRINDIA')"
FDFICRES,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFICRES', 'FIDELITY')"
FDFICRMC,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFICRMC', 'FIDELITY')"
FDFIDWTE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIDWTE', 'FIDELITY')"
FDFIDWTM,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIDWTM', 'FIDELITY')"
FDFIFCMR,FMRINDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIFCMR', 'FMRINDIA')"
FDFIFFAE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIFFAE', 'FIDELITY')"
FDFIFFAZ,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIFFAZ', 'FIDELITY')"
FDFIISDZ,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIISDZ', 'FIDELITY')"
FDFIMISE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIMISE', 'FIDELITY')"
FDFIOSET,FMRINDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIOSET', 'FMRINDIA')"
FDFIPRMP,FMRINDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIPRMP', 'FMRINDIA')"
FDFIRSKE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFIRSKE', 'FIDELITY')"
FDFISSWE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDFISSWE', 'FIDELITY')"
FDMRDTEG,FMRINDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('FDMRDTEG', 'FMRINDIA')"
FDMRENAR,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDMRENAR', 'FIDELITY')"
FDMRGANG,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDMRGANG', 'FIDELITY')"
FDMRLIEG,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDMRLIEG', 'FIDELITY')"
FDMRPRIE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDMRPRIE', 'FIDELITY')"
FDPICIEN,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDPICIEN', 'FIDELITY')"
FDPIDSK1,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDPIDSK1', 'FIDELITY')"
FDPINGC1,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDPINGC1', 'FIDELITY')"
FDPIPASE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDPIPASE', 'FIDELITY')"
FDPIPWMA,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDPIPWMA', 'FIDELITY')"
FDPIPWOE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDPIPWOE', 'FIDELITY')"
FDPIWBEN,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDPIWBEN', 'FIDELITY')"
FDVPPENG,FDC_001,"insert into dbo.Projects([Code], [CustomerCode]) values('FDVPPENG', 'FDC_001')"
FDWINETE,FIDELITY,"insert into dbo.Projects([Code], [CustomerCode]) values('FDWINETE', 'FIDELITY')"
FJSUBPMS,FUJITSUJ,"insert into dbo.Projects([Code], [CustomerCode]) values('FJSUBPMS', 'FUJITSUJ')"
FJSUIIMS,FUJITSUJ,"insert into dbo.Projects([Code], [CustomerCode]) values('FJSUIIMS', 'FUJITSUJ')"
FJSUOMDT,FUJITSUJ,"insert into dbo.Projects([Code], [CustomerCode]) values('FJSUOMDT', 'FUJITSUJ')"
FJSUOMST,FUJITSUJ,"insert into dbo.Projects([Code], [CustomerCode]) values('FJSUOMST', 'FUJITSUJ')"
FJSUOMSZ,FUJITSUJ,"insert into dbo.Projects([Code], [CustomerCode]) values('FJSUOMSZ', 'FUJITSUJ')"
FNAENGSZ,FORDHQ,"insert into dbo.Projects([Code], [CustomerCode]) values('FNAENGSZ', 'FORDHQ')"
FORDCSSO,FORDHQ,"insert into dbo.Projects([Code], [CustomerCode]) values('FORDCSSO', 'FORDHQ')"
FORDEAIN,FORDHQ,"insert into dbo.Projects([Code], [CustomerCode]) values('FORDEAIN', 'FORDHQ')"
FORDEMB,FORDHQ,"insert into dbo.Projects([Code], [CustomerCode]) values('FORDEMB', 'FORDHQ')"
FORDSTP,FTRADCO,"insert into dbo.Projects([Code], [CustomerCode]) values('FORDSTP', 'FTRADCO')"
FPHCPUIZ,NZFPHC,"insert into dbo.Projects([Code], [CustomerCode]) values('FPHCPUIZ', 'NZFPHC')"
GAPAILCE,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPAILCE', 'GAP')"
GAPASPPE,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPASPPE', 'GAP')"
GAPCLAR,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPCLAR', 'GAP')"
GAPINFRA,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPINFRA', 'GAP')"
GAPPESC3,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPPESC3', 'GAP')"
GAPPLMDV,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPPLMDV', 'GAP')"
GAPSCMMC,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPSCMMC', 'GAP')"
GAPZILCE,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPZILCE', 'GAP')"
GAPZSPPE,GAP,"insert into dbo.Projects([Code], [CustomerCode]) values('GAPZSPPE', 'GAP')"
GMCRINT1,GMCR,"insert into dbo.Projects([Code], [CustomerCode]) values('GMCRINT1', 'GMCR')"
GMENGMCY,GMCR,"insert into dbo.Projects([Code], [CustomerCode]) values('GMENGMCY', 'GMCR')"
GSBUFSTP,GOLDMAN,"insert into dbo.Projects([Code], [CustomerCode]) values('GSBUFSTP', 'GOLDMAN')"
GSDVPENG,GS-INDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('GSDVPENG', 'GS-INDIA')"
GSINCENG,GS-INDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('GSINCENG', 'GS-INDIA')"
GSINDENG,GS-INDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('GSINDENG', 'GS-INDIA')"
GSINPENG,GS-INDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('GSINPENG', 'GS-INDIA')"
GSMGSENG,GOLDMAN,"insert into dbo.Projects([Code], [CustomerCode]) values('GSMGSENG', 'GOLDMAN')"
GSPWCENG,GOLDMAN,"insert into dbo.Projects([Code], [CustomerCode]) values('GSPWCENG', 'GOLDMAN')"
GSPWMENG,GOLDMAN,"insert into dbo.Projects([Code], [CustomerCode]) values('GSPWMENG', 'GOLDMAN')"
GSPWOENG,GS-INDIA,"insert into dbo.Projects([Code], [CustomerCode]) values('GSPWOENG', 'GS-INDIA')"
GSSRGENG,GOLDMAN,"insert into dbo.Projects([Code], [CustomerCode]) values('GSSRGENG', 'GOLDMAN')"
HALCECDZ,HALLMARK,"insert into dbo.Projects([Code], [CustomerCode]) values('HALCECDZ', 'HALLMARK')"
HALCMESZ,HALLMARK,"insert into dbo.Projects([Code], [CustomerCode]) values('HALCMESZ', 'HALLMARK')"
HALSPCDT,HALLMARK,"insert into dbo.Projects([Code], [CustomerCode]) values('HALSPCDT', 'HALLMARK')"
HALSPHYT,HALLMARK,"insert into dbo.Projects([Code], [CustomerCode]) values('HALSPHYT', 'HALLMARK')"
HALSUPSZ,HALLMARK,"insert into dbo.Projects([Code], [CustomerCode]) values('HALSUPSZ', 'HALLMARK')"
HCASCRBL,HYUNDAI,"insert into dbo.Projects([Code], [CustomerCode]) values('HCASCRBL', 'HYUNDAI')"
HCASCRPN,HYUNDAI,"insert into dbo.Projects([Code], [CustomerCode]) values('HCASCRPN', 'HYUNDAI')"
HDEAM1C2,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDEAM1C2', 'HOG')"
HDEAM1P1,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDEAM1P1', 'HOG')"
HDEAMMP1,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDEAMMP1', 'HOG')"
HDEIACP1,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDEIACP1', 'HOG')"
HDENGHYD,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDENGHYD', 'HOG')"
HDFLEGM3,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDFLEGM3', 'HOG')"
HDFLXAM3,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDFLXAM3', 'HOG')"
HDKBEAMP,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDKBEAMP', 'HOG')"
HDMPDDV,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDMPDDV', 'HOG')"
HDPLMAMP,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDPLMAMP', 'HOG')"
HDXFMEAK,HOG,"insert into dbo.Projects([Code], [CustomerCode]) values('HDXFMEAK', 'HOG')"
HESOWEN2,HESSCORP,"insert into dbo.Projects([Code], [CustomerCode]) values('HESOWEN2', 'HESSCORP')"
HIAUTOSA,HITAUTO,"insert into dbo.Projects([Code], [CustomerCode]) values('HIAUTOSA', 'HITAUTO')"
HITEPCD2,HITCOMUS,"insert into dbo.Projects([Code], [CustomerCode]) values('HITEPCD2', 'HITCOMUS')"
HITEPCPD,HITCOMUS,"insert into dbo.Projects([Code], [CustomerCode]) values('HITEPCPD', 'HITCOMUS')"
HITEPCTD,HITCOMUS,"insert into dbo.Projects([Code], [CustomerCode]) values('HITEPCTD', 'HITCOMUS')"
HS1ENGI,HOSPIRA,"insert into dbo.Projects([Code], [CustomerCode]) values('HS1ENGI', 'HOSPIRA')"
HS2ENGP,HOSPIRA,"insert into dbo.Projects([Code], [CustomerCode]) values('HS2ENGP', 'HOSPIRA')"
HS3LENGI,HOSPIRA,"insert into dbo.Projects([Code], [CustomerCode]) values('HS3LENGI', 'HOSPIRA')"
HSBENGHY,HSBC0012,"insert into dbo.Projects([Code], [CustomerCode]) values('HSBENGHY', 'HSBC0012')"
HSBENVAN,HSBC0012,"insert into dbo.Projects([Code], [CustomerCode]) values('HSBENVAN', 'HSBC0012')"
HSEFDT01,HSBC0012,"insert into dbo.Projects([Code], [CustomerCode]) values('HSEFDT01', 'HSBC0012')"
HSEGFI01,HSBC0012,"insert into dbo.Projects([Code], [CustomerCode]) values('HSEGFI01', 'HSBC0012')"
HSENGPIB,HSBC0012,"insert into dbo.Projects([Code], [CustomerCode]) values('HSENGPIB', 'HSBC0012')"
HSERBIIP,HSBC0012,"insert into dbo.Projects([Code], [CustomerCode]) values('HSERBIIP', 'HSBC0012')"
IAGENGCH,IAG,"insert into dbo.Projects([Code], [CustomerCode]) values('IAGENGCH', 'IAG')"
IDMSQAAD,APPLE,"insert into dbo.Projects([Code], [CustomerCode]) values('IDMSQAAD', 'APPLE')"
INCSEPCG,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INCSEPCG', 'INTEL')"
INENGSTP,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INENGSTP', 'INTCUS')"
INLHYDSZ,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INLHYDSZ', 'INTCUS')"
INLKLSEZ,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INLKLSEZ', 'INTCUS')"
INTELTRG,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTELTRG', 'INTEL')"
INTISSP3,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTISSP3', 'INTEL')"
INTLABS,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLABS', 'INTEL')"
INTLBTST,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLBTST', 'INTCUS')"
INTLCTAF,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLCTAF', 'INTEL')"
INTLDVAL,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLDVAL', 'INTEL')"
INTLFWDV,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLFWDV', 'INTEL')"
INTLLINT,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLLINT', 'INTCUS')"
INTLLPM,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLLPM', 'INTCUS')"
INTLLPRD,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLLPRD', 'INTCUS')"
INTLUOIP,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLUOIP', 'INTEL')"
INTLWDBV,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLWDBV', 'INTEL')"
INTLWDIV,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLWDIV', 'INTEL')"
INTLWSEZ,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLWSEZ', 'INTEL')"
INTLWTAF,INTEL,"insert into dbo.Projects([Code], [CustomerCode]) values('INTLWTAF', 'INTEL')"
INTWHDBF,INTCUS,"insert into dbo.Projects([Code], [CustomerCode]) values('INTWHDBF', 'INTCUS')"
IOTAUTSZ,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('IOTAUTSZ', 'INFOSYS')"
IOTMEDCH,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('IOTMEDCH', 'INFOSYS')"
IOTRETL,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('IOTRETL', 'INFOSYS')"
IPCIMENG,BOEING,"insert into dbo.Projects([Code], [CustomerCode]) values('IPCIMENG', 'BOEING')"
IS_BL4,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('IS_BL4', 'INFOSYS')"
ISHMYFI,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('ISHMYFI', 'INFOSYS')"
ISRI5WPZ,ISRINMST,"insert into dbo.Projects([Code], [CustomerCode]) values('ISRI5WPZ', 'ISRINMST')"
JCENGPN1,JCI_CHR,"insert into dbo.Projects([Code], [CustomerCode]) values('JCENGPN1', 'JCI_CHR')"
JCENGSTP,JCI_CHR,"insert into dbo.Projects([Code], [CustomerCode]) values('JCENGSTP', 'JCI_CHR')"
JCIKBE,JCI_CHR,"insert into dbo.Projects([Code], [CustomerCode]) values('JCIKBE', 'JCI_CHR')"
JCIKBEBU,JCI_CHR,"insert into dbo.Projects([Code], [CustomerCode]) values('JCIKBEBU', 'JCI_CHR')"
JCPENGST,JCI_CHR,"insert into dbo.Projects([Code], [CustomerCode]) values('JCPENGST', 'JCI_CHR')"
JCPSTEN1,JCP,"insert into dbo.Projects([Code], [CustomerCode]) values('JCPSTEN1', 'JCP')"
JCPSTENG,JCP,"insert into dbo.Projects([Code], [CustomerCode]) values('JCPSTENG', 'JCP')"
JPFPOCHN,BOEING,"insert into dbo.Projects([Code], [CustomerCode]) values('JPFPOCHN', 'BOEING')"
JRCNSCPT,JNPR,"insert into dbo.Projects([Code], [CustomerCode]) values('JRCNSCPT', 'JNPR')"
KACCCSPT,BESCOM,"insert into dbo.Projects([Code], [CustomerCode]) values('KACCCSPT', 'BESCOM')"
KFISCEN1,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KFISCEN1', 'KRFTFDGR')"
KFISCEN5,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KFISCEN5', 'KRFTFDGR')"
KFSMRLPG,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KFSMRLPG', 'KRFTFDGR')"
KFSMSLPD,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KFSMSLPD', 'KRFTFDGR')"
KFSMSLPI,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KFSMSLPI', 'KRFTFDGR')"
KFSTD1PI,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KFSTD1PI', 'KRFTFDGR')"
KFSTI1PI,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KFSTI1PI', 'KRFTFDGR')"
KLABUFFB,KLA,"insert into dbo.Projects([Code], [CustomerCode]) values('KLABUFFB', 'KLA')"
KLADEFT1,KLA,"insert into dbo.Projects([Code], [CustomerCode]) values('KLADEFT1', 'KLA')"
KLADEFZ1,KLA,"insert into dbo.Projects([Code], [CustomerCode]) values('KLADEFZ1', 'KLA')"
KLAMDS,KLA,"insert into dbo.Projects([Code], [CustomerCode]) values('KLAMDS', 'KLA')"
KLAMDSI,KLA,"insert into dbo.Projects([Code], [CustomerCode]) values('KLAMDSI', 'KLA')"
KLAWINT1,KLA,"insert into dbo.Projects([Code], [CustomerCode]) values('KLAWINT1', 'KLA')"
KMCMPRCV,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMCMPRCV', 'KMART')"
KMCMSCSZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMCMSCSZ', 'KMART')"
KMCMSSTP,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMCMSSTP', 'KMART')"
KMCMSTVZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMCMSTVZ', 'KMART')"
KMECOPNZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMECOPNZ', 'KMART')"
KMENGMZ1,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMENGMZ1', 'KMART')"
KMENGTP1,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMENGTP1', 'KMART')"
KMENGTZ1,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMENGTZ1', 'KMART')"
KMESSTVZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMESSTVZ', 'KMART')"
KMGFSUCZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMGFSUCZ', 'KMART')"
KMGFSUTZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMGFSUTZ', 'KMART')"
KMGFSWTZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMGFSWTZ', 'KMART')"
KMLCMSTP,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMLCMSTP', 'KMART')"
KMMCMSTP,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMMCMSTP', 'KMART')"
KMPRFCOR,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMPRFCOR', 'KMART')"
KMPRWCSM,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMPRWCSM', 'KMART')"
KMSTRDRP,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMSTRDRP', 'KMART')"
KMSTRLEC,SEARSROE,"insert into dbo.Projects([Code], [CustomerCode]) values('KMSTRLEC', 'SEARSROE')"
KMSTRLEZ,SEARSROE,"insert into dbo.Projects([Code], [CustomerCode]) values('KMSTRLEZ', 'SEARSROE')"
KMSTRPCR,SEARSROE,"insert into dbo.Projects([Code], [CustomerCode]) values('KMSTRPCR', 'SEARSROE')"
KMTLMCE1,SEARSROE,"insert into dbo.Projects([Code], [CustomerCode]) values('KMTLMCE1', 'SEARSROE')"
KMV1UPTZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMV1UPTZ', 'KMART')"
KMV1USTZ,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMV1USTZ', 'KMART')"
KMWCSMCO,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMWCSMCO', 'KMART')"
KMWCSMPR,KMART,"insert into dbo.Projects([Code], [CustomerCode]) values('KMWCSMPR', 'KMART')"
KRENGSSZ,KRFTFDGR,"insert into dbo.Projects([Code], [CustomerCode]) values('KRENGSSZ', 'KRFTFDGR')"
KTZBUFF1,KITZ,"insert into dbo.Projects([Code], [CustomerCode]) values('KTZBUFF1', 'KITZ')"
KTZBUFZ1,KITZ,"insert into dbo.Projects([Code], [CustomerCode]) values('KTZBUFZ1', 'KITZ')"
KTZKBE02,KITZ,"insert into dbo.Projects([Code], [CustomerCode]) values('KTZKBE02', 'KITZ')"
KTZMCH02,KITZ,"insert into dbo.Projects([Code], [CustomerCode]) values('KTZMCH02', 'KITZ')"
LACAOMM2,LACARE,"insert into dbo.Projects([Code], [CustomerCode]) values('LACAOMM2', 'LACARE')"
LACAONCH,LACARE,"insert into dbo.Projects([Code], [CustomerCode]) values('LACAONCH', 'LACARE')"
LACEM1BF,LACARE,"insert into dbo.Projects([Code], [CustomerCode]) values('LACEM1BF', 'LACARE')"
LACMCEM1,LACARE,"insert into dbo.Projects([Code], [CustomerCode]) values('LACMCEM1', 'LACARE')"
LACMCEM2,LACARE,"insert into dbo.Projects([Code], [CustomerCode]) values('LACMCEM2', 'LACARE')"
LACSIECZ,LACARE,"insert into dbo.Projects([Code], [CustomerCode]) values('LACSIECZ', 'LACARE')"
LACSIEM2,LACARE,"insert into dbo.Projects([Code], [CustomerCode]) values('LACSIEM2', 'LACARE')"
LEXRNENG,LEXISNEX,"insert into dbo.Projects([Code], [CustomerCode]) values('LEXRNENG', 'LEXISNEX')"
LFSISAPS,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('LFSISAPS', 'INFOSYS')"
LMOBLMZ2,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('LMOBLMZ2', 'INFOSYS')"
LMYST101,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('LMYST101', 'INFOSYS')"
