Course Code,Course Title,Track Name,Department Code,Status,Insert Query
ERJEEML992,Handlebars Templating Framework,Markup & Scripting Languages,ETA,Active,
ERJEEMLCT001,Flex 4 Programming Part 1_ERJEEMLCT001,Java,ETA,Active,
ERJEEMLW34,Swings - Overview,Java,ETA,Active,
ERMFP0002,Ent. appln development using MF - SSE,Mainframe,ETA,Active,
ERMFP0003,Ent. appln development using MF - TA,Mainframe,ETA,Active,
ERMLJEE601,Introduction to Java EE Architecture,Java,ETA,Active,
ERMS001,Architecting SharePoint Applications,Microsoft,ETA,Active,
ERMS002,Architecting .NET Applications using VS 2010,Microsoft,ETA,Active,
ERMS003,Windows Workflow Foundation programming,Microsoft,ETA,Active,
ERMS004,Test Management using Visual Studio 2010,Microsoft,ETA,Active,
ERMS0041,Microsoft Official Elearning courses,Microsoft,ETA,Active,
ERMS0042,Application Life cycle management in SP2010,Microsoft,ETA,Active,
ERMS0043,Migration Strategies - SP 2010,Microsoft,ETA,Active,
ERMS0044,Prism & MVVM Framework,Microsoft,ETA,Active,
ERMS0045,Migrating to .NET Framework 4.0,Microsoft,ETA,Active,
ERMS0046,Migration Strategies - Windows Azure,Microsoft,ETA,Active,
ERMS0047,Virtualization Concepts,Microsoft,ETA,Active,
ERMS0048,Overview of SQL BI,Microsoft,ETA,Active,
ERMS0049,Overview of Mobile application development,Microsoft,ETA,Active,
ERMS005,Overview of MSMQ,Microsoft,ETA,Active,
ERMS0050,Common Architectural Patterns for Microsoft Projects,Microsoft,ETA,Active,
ERMS0051,Overview of Office 365,Microsoft,ETA,Active,
ERMS0052,InfoPath 2010 -Basic,Microsoft,ETA,Active,
ERMS0053,Programming using C#,Microsoft,ETA,Active,
ERMS0054,Implementing Databases using SQL Server,Microsoft,ETA,Active,
ERMS006,Cloud Computing using windows Azure,Microsoft,ETA,Active,
ERMS0061,Deep Dive in SharePoint Online,Microsoft,ETA,Active,
ERMS0063,EnterpriseLibrary 5.0,Microsoft,ETA,Active,
ERMS0064,Programming in WCF,Microsoft,ETA,Active,
ERMS0065,Developing RIA applications using Silverlight,Microsoft,ETA,Active,
ERMS0066,Overview of SharePoint 2013,Microsoft,ETA,Active,
ERMS0068,Basics of Windows Phone 7,Microsoft,ETA,Active,
ERMS0069,Advanced Windows Phone 7,Microsoft,ETA,Active,
ERMS007,Advanced Sharepoint features,Microsoft,ETA,Active,
ERMS0070,Whats new in SQL server 2012,Microsoft,ETA,Active,
ERMS0071,VSTO for Excel,Microsoft,ETA,Active,
ERMS0072,Branding and UX in SharePoint 2010,Microsoft,ETA,Active,
ERMS0073,XAML for Windows Phone,Microsoft,ETA,Active,
ERMS0074,Advance SharePoint 2013,Microsoft,ETA,Active,
ERMS0075,SP Administration using PowerShell,Microsoft,ETA,Active,
ERMS0076,ASP.NET MVC 4,Microsoft,ETA,Active,
ERMS0077,JQuery Concepts,Microsoft,ETA,Active,
ERMS0078,Debugging and Testing .Net Applications_ERMS0078,Microsoft,ETA,Active,
ERMS0079,Javascript,Microsoft,ETA,Active,
ERMS008,Introduction to ADO.NET,Microsoft,ETA,Active,
ERMS0081,IIS Fundamentals,Microsoft,ETA,Active,
ERMS0084,Twitter Bootstrap,Microsoft,ETA,Active,
ERMS0085,MS External Webinar,Microsoft,ETA,Active,
ERMS0086,MS Excel,Microsoft,ETA,Active,
ERMS0087,MS Word,Microsoft,ETA,Active,
ERMS0088,MS Visio,Microsoft,ETA,Active,
ERMS0089,MS Project,Microsoft,ETA,Active,
ERMS009,"Introduction to ASP.net, Web Services and AJAX",Microsoft,ETA,Active,
ERMS0090,MS PowerPoint,Microsoft,ETA,Active,
ERMS0091,Code Quality Enhancements,Microsoft,ETA,Active,
ERMS0092,.Net Profilers,Microsoft,ETA,Active,
ERMS0093,Application Security Code Review,Microsoft,ETA,Active,
ERMS0094,Introduction to Presentational and Design Patterns in .Net,Microsoft,ETA,Active,
ERMS0095,.NET Framework Migration Best Practices,Microsoft,ETA,Active,
ERMS0096,ASP.NET to ASP.NET MVC Migration,Microsoft,ETA,Active,
ERMS0097,Migrating to .NET Framework 4.5,Microsoft,ETA,Active,
ERMS0098,Querying SQL Server 2012,Microsoft,ETA,Active,
ERMS0099,SQL Server 2012 Integration Services,Microsoft,ETA,Active,
ERMS010,Project Management and Administration using TFS,Microsoft,ETA,Active,
ERMS0100,SQL Server 2012 Reporting Services,Microsoft,ETA,Active,
ERMS0101,SQL Server 2012 Analysis Services,Microsoft,ETA,Active,
ERMS0102,.NET web apps with Knockout.js,Microsoft,ETA,Active,
ERMS0103,.NET web apps with Backbone.js,Microsoft,ETA,Active,
ERMS0104,Web apps using Node.js,Microsoft,ETA,Active,
ERMS0105,Classic ASP,Microsoft,ETA,Active,
ERMS011,Overview of .Net Enterprise Servers,Microsoft,ETA,Active,
ERMS012,Overview of .Net Enterprise Architecture,Microsoft,ETA,Active,
ERMS013,VB.NET Programming,Microsoft,ETA,Active,
ERMS014,Unit testing and Code analysis using VS,Microsoft,ETA,Active,
ERMS015,C Sharp Programming_ERMS015,Microsoft,ETA,Active,
ERMS016,Security and Deploying SharePoint 2010,Microsoft,ETA,Active,
ERMS017,ASP.NET MVC Framework,Microsoft,ETA,Active,
ERMS018,Architecting for Windows Azure,Microsoft,ETA,Active,
ERMS019,Distributed Applications in .NET,Microsoft,ETA,Active,
ERMS020,Overview of Visual Studio IDE,Microsoft,ETA,Active,
ERMS021,Architecting and Designing for SQL Server 2008,Microsoft,ETA,Active,
ERMS022,Basics of SQL Server 2008 R2,Microsoft,ETA,Active,
ERMS023,Windows Programming,Microsoft,ETA,Active,
ERMS024,.Net Debugging,Microsoft,ETA,Active,
ERMS025,Architecting Web applications in .Net,Microsoft,ETA,Active,
ERMS026,Enterprise Solution patterns in .NET_ERMS026,Microsoft,ETA,Active,
ERMS027,Overview of build tools in .NET,Microsoft,ETA,Active,
ERMS028,.NET Design Patterns,Microsoft,ETA,Active,
ERMS029,Guidance & Software Factories for .NET Applications,Microsoft,ETA,Active,
ERMS030,Advanced Windows Azure Programming,Microsoft,ETA,Active,
ERMS031,Overview and Architecture of SharePoint 2010,Microsoft,ETA,Active,
ERMS032,.NET Architecture Review,Microsoft,ETA,Active,
ERMS033,Windows Azure Programming,Microsoft,ETA,Active,
ERMS039,Advanced jQuery,Microsoft,ETA,Active,
ERMS040,Microsoft Technical Workshop,Microsoft,ETA,Active,
ERMSP0001,.NET SharePoint Migration Package,Microsoft,ETA,Active,
ERMSP0002,SharePoint Application Development,Microsoft,ETA,Active,
ERMSP1003,SQL Server DataBase Package,Microsoft,ETA,Active,
ERMSP1004,.NET Application Migration Package,Microsoft,ETA,Active,
ERMSP1005,.NET Application Development - TA,Microsoft,ETA,Active,
ERMSP1006,.NET Application Development-SE,Microsoft,ETA,Active,
ERMSP1007,Microsoft Office Solutions Package,Microsoft,ETA,Active,
ERMSP1008,SQL Server 2012 Development Package,Microsoft,ETA,Active,
EROSP0002,Web App deve using PHP and MySQL Package,Open Systems,ETA,Active,
EROSP0003,UNIX Programming Package,Open Systems,ETA,Active,
EROSP0004,Linux System Administration Package,Open Systems,ETA,Active,
ERPSD958,Business 101,Business Analysis,ETA,Active,
ES_SAPPI,SAP PI Training,Digital & Integration Services,ETA,Active,
ESA OR FIN,ESA ORACLE FINANCIALS,CSI Academy,ETA,Active,
ESA_EAIS_BRM,BRM Training_ESA_EAIS_BRM,CSI Academy,ETA,Active,
ESA_OBIEE,ESA Oracle OBIEE Training,CSI Academy,ETA,Active,
ESA_SAP_FICO,ESA SAP FICO,CSI Academy,ETA,Active,
ESA_TIBRV,TIBCO RV,Digital & Integration Services,ETA,Active,
ESAACPGSCM,ESOR - Advanced CPG Concepts - Supply Ch,CSI Academy,ETA,Active,
ESABP01,Business Process - ES,CSI Academy,ETA,Active,
ESABPA``C,EAIS-Basic Programming and Adv Concepts_ESABPA``C,CSI Academy,ETA,Active,
ESABPMPega,EAI- Pega,Digital & Integration Services,ETA,Active,
ESAFINMOD,ESA Financial Modeling,CSI Academy,ETA,Active,
ESAFSSD,ES-FUNC-FP-ESAP-ACON-SAP-SAP SD,CSI Academy,ETA,Active,
ESAHCM,SAP HCM,CSI Academy,ETA,Active,
ESAHYOV,HyperionOverview,CSI Academy,ETA,Active,
ESAIBMMBT,IBM MB Training,Digital & Integration Services,ETA,Active,
ESAJTMLJS,HTML and Javascript_ESAJTMLJS,CSI Academy,ETA,Active,
ESAOD,Oracle Distribution,CSI Academy,ETA,Active,
ESAOELGL,ESA Oracle General Ledger_ESAOELGL,CSI Academy,ETA,Active,
ESAOELMORG,ESA Oracle Multi Org Concepts,CSI Academy,ETA,Active,
ESAOELOAF,ESA Oracle Apps OAF Foundation,CSI Academy,ETA,Active,
ESAOELREP,ESA Oracle Apps Reports Builder,CSI Academy,ETA,Active,
ESAOELSQLDR,ESA Oracle SQL Loader,CSI Academy,ETA,Active,
ESAOELTCHOVW,ESA Oracle Applns Technical Overview,CSI Academy,ETA,Active,
ESAOELWF,ESA Oracle Workflow,CSI Academy,ETA,Active,
ESAOELXMLP,ESA Oracle XML Publisher,CSI Academy,ETA,Active,
ESA-OODI,ESA Oracle Oracle Data Integrator_ESA-OODI,CSI Academy,ETA,Active,
ESAOP,ESA Oracle Projects,CSI Academy,ETA,Active,
ESAORAAP,ESA Oracle Account Payable,CSI Academy,ETA,Active,
ESAORAAR,ESA Oracle Accounts Receivables_ESAORAAR,CSI Academy,ETA,Active,
ESAORAEBSFFA,Oracle eBS Functional - Fixed Assets,CSI Academy,ETA,Active,
ESAORAFUCRM,Oracle Fusion CRM,CSI Academy,ETA,Active,
ESAORAFUFIN,Oracle Fusion Financials_ESAORAFUFIN,CSI Academy,ETA,Active,
ESAORAINV,ESA ORACLE INVENTORY_ESAORAINV,CSI Academy,ETA,Active,
ESAORAPLSQL,ESA Oracle - PL SQL,CSI Academy,ETA,Active,
ESAORAPURC,Oracle Purchasing,CSI Academy,ETA,Active,
ESAORAR12OAF,ESA Oracle R12-OAF,CSI Academy,ETA,Active,
ESAORASERCON,Oracle Service Contracts,CSI Academy,ETA,Active,
ESAORASL,ESA Oracle - SQL Loader,CSI Academy,ETA,Active,
ESAOREBSTW,ESA Oracle EBS Technical - Workflow,CSI Academy,ETA,Active,
ESAORFSNAPPS,Oracle Fusion Apps_ESAORFSNAPPS,CSI Academy,ETA,Active,
ESAOROM,Oracle Order Management,CSI Academy,ETA,Active,
ESAOSAPP,Overview of SAP PP_ESAOSAPP,CSI Academy,ETA,Active,
ESAOSOA11,"ORACLE SOA SUITE 11g, ADMINSTRATION ED 1",CSI Academy,ETA,Active,
ESAOSOABPEL,Oracle SOA BPEL,CSI Academy,ETA,Active,
ESA-OV001,Overview of Package Impl. and ESA ACON,CSI Academy,ETA,Active,
ESAOVBPMMTD,Overview of BPM Methodologies,Digital & Integration Services,ETA,Active,
ESAP_BO,SAP BO Training,CSI Academy,ETA,Active,
ESAP200BW,ES-P200-BI-SAP BW,CSI Academy,ETA,Active,
ESAP200SAPSD,P200-SAP-SD,CSI Academy,ETA,Active,
ESAPABAP,SAP ABAP,CSI Academy,ETA,Active,
ESAPCRMBSR,SAP CRM Basics of Service Training,CSI Academy,ETA,Active,
ESAPEGCPTR,ES PEGA ?CPM Training,Digital & Integration Services,ETA,Active,
ESAPHPOP,"SAP HR Basics, PA, OM, Time & Payroll",CSI Academy,ETA,Active,
ESAPHRPRL,SAP HR Payroll Training,CSI Academy,ETA,Active,
ESAPHRTM,SAP HR Time Management Training,CSI Academy,ETA,Active,
ESAPPVC,PEGA PRPC Version Comparison,Digital & Integration Services,ETA,Active,
ESAPSTHCM,ESA PeopleSoft HCM,CSI Academy,ETA,Active,
ESAPWIL,SAP ABAP-Working with Internal tables_ESAPWIL,CSI Academy,ETA,Active,
ESASAPABAALV,ABAP - ALV_ESASAPABAALV,CSI Academy,ETA,Active,
ESASAPABALID,SAP ABAP-ALE-IDOCS,CSI Academy,ETA,Active,
ESASAPABAP01,SAP ABAP_ESASAPABAP01,CSI Academy,ETA,Active,
ESASAPABAPDD,ABAP data dictionary,CSI Academy,ETA,Active,
ESASAPABAPP,SAP ABAP-Proxy_ESASAPABAPP,CSI Academy,ETA,Active,
ESASAPABEBUE,"SAP ABAP-Enhancements (BADIs,UserExits)",CSI Academy,ETA,Active,
ESASAPABLSMW,SAP ABAP-LSMW,CSI Academy,ETA,Active,
ESASAPABMORP,ABAP-Modularization / Report Programming,CSI Academy,ETA,Active,
ESASAPAPDP,SAP APO-DP,CSI Academy,ETA,Active,
ESASAPAPO,SAP APO,CSI Academy,ETA,Active,
ESASAPBIBWSC,SAP BI-SAP BW Star Schema Concept,CSI Academy,ETA,Active,
ESASAPBPCDL,BPC -NW-Data Loading,CSI Academy,ETA,Active,
ESASAPBPCDMF,BPC-NW-Data Manager Functions and BPC 10,CSI Academy,ETA,Active,
ESASAPBPCIAD,BPC-NW-Introduction and Design,CSI Academy,ETA,Active,
ESASAPBPCISR,BPC -NW-Input Sheet and Reports,CSI Academy,ETA,Active,
ESASAPBPCNPC,BPC-NW-Planning Calculations,CSI Academy,ETA,Active,
ESASAPBPWF,SAP Workflow,CSI Academy,ETA,Active,
ESASAPCRMTR,ESA SAP CRM Training,CSI Academy,ETA,Active,
ESASAPFICAA,SAP FICO-Asset Accounting_ESASAPFICAA,CSI Academy,ETA,Active,
ESASAPFICBA,SAP FICO-Bank Accounting,CSI Academy,ETA,Active,
ESASAPFICCO,SAP FICO-Controlling Overview,CSI Academy,ETA,Active,
ESASAPFICOAR,SAP FICO-AR/ AP,CSI Academy,ETA,Active,
ESASAPFICOGL,SAP FICO-GL,CSI Academy,ETA,Active,
ESASAPFICOOV,SAP FICO OVERVIEW,CSI Academy,ETA,Active,
ESASAPFICPCA,SAP FICO-PCA_ESASAPFICPCA,CSI Academy,ETA,Active,
ESASAPFICTXM,SAP FICO-Tax Management,CSI Academy,ETA,Active,
ESASAPFP200P,ES-FUNC-P200-SAP-PM,CSI Academy,ETA,Active,
ESASAPHCESSO,SAP HCM-ESS/MSS ? Overview,CSI Academy,ETA,Active,
ESASAPHCMPAM,SAP HCM Personnel Administration,CSI Academy,ETA,Active,
ESASAPMDMO,SAP MDM-Overview,CSI Academy,ETA,Active,
ESASAPMMBM,SAP MM-Batch Management_ESASAPMMBM,CSI Academy,ETA,Active,
ESASAPMMFIIN,MM-FI integration_ESASAPMMFIIN,CSI Academy,ETA,Active,
ESASAPMMMM,SAP MM-Mass maintenance,CSI Academy,ETA,Active,
ESASAPMMPTP,SAP MM-Procure to Pay,CSI Academy,ETA,Active,
ESASAPMMWM,SAP MM-Warehouse Management_ESASAPMMWM,CSI Academy,ETA,Active,
ESASAPOBJ,SAP ABAP-ABAP Objects,CSI Academy,ETA,Active,
ESASAPOVOPP,Overview of SAP PP_ESASAPOVOPP,CSI Academy,ETA,Active,
ESASAPPERTUN,Performance Tuning in ABAP,CSI Academy,ETA,Active,
ESASAPPRODPL,SAP Production Planning,CSI Academy,ETA,Active,
ESASAPQMBOSQ,SAP QM-Basics of SAP QM,CSI Academy,ETA,Active,
ESASAPSCMAP,ES-P200-SCM-SAP APO,CSI Academy,ETA,Active,
ESASAPSCR,SAP Scripts,CSI Academy,ETA,Active,
ESASAPSDSP1,SAP SD-Sales Part1,CSI Academy,ETA,Active,
ESASAPXCDB,XCELSIUS-DASHBOARDS,CSI Academy,ETA,Active,
ESATIBADHWK,TIBCO Admin and Hawk,Digital & Integration Services,ETA,Active,
ESATIBCOADPT,TIBCO Adapters,Digital & Integration Services,ETA,Active,
ESATIBW,Tibco BW_ESATIBW,Digital & Integration Services,ETA,Active,
ESAWPS,WPS training,Digital & Integration Services,ETA,Active,
ESBCOGNS,Cognos Planning,CSI Academy,ETA,Active,
ESBOWB,ORACLE WAREHOUSE BUILDER,CSI Academy,ETA,Active,
ESBT,Bizagi Training,Digital & Integration Services,ETA,Active,
ESBTT,BizTalk Training_ESBTT,Digital & Integration Services,ETA,Active,
ESEAIFA1001,ES-F-P170-EAI-BPM Process Modelling,Digital & Integration Services,ETA,Active,
ESEAITA1001,ES-T-P120-EAI-TIBCO iPROCESS,Digital & Integration Services,ETA,Active,
ESEAITA2001,ES-T-P220-EAI-TIBCO BE,Digital & Integration Services,ETA,Active,
ESEAITA2009,ES-T-P200-EAI-LOMBARDI Technical Overvie,Digital & Integration Services,ETA,Active,
ESEAITA2018,ES-T-P200-EAI-BizTalk,Digital & Integration Services,ETA,Active,
ESEAITA3005,ES-T-P300-EAI-Web Methods,Digital & Integration Services,ETA,Active,
ESEAITA3006,ES-T-P300-EAI-SAP PI,Digital & Integration Services,ETA,Active,
ESEAITA3007,ES-T-P300-EAI-ORACLE-FM,Digital & Integration Services,ETA,Active,
ESEAITA3008,ES-T-P300-EAI-TIBCO,Digital & Integration Services,ETA,Active,
ESEAITA3010,ES-T-P300-EAI-IBM-WBI,Digital & Integration Services,ETA,Active,
ESEAITCE001,ESEAITCE-IBM-Datastage,Digital & Integration Services,ETA,Active,
ESEAITCE002,ESEAITCE-BPM-BIZAGI,Digital & Integration Services,ETA,Active,
ESEAITCE003,ESEAITCE-BRMS & ILOG JRules Overview,Digital & Integration Services,ETA,Active,
ESEAITCE004,ESEAITCE-IBM DataPower,Digital & Integration Services,ETA,Active,
ESEAITCE005,ESEAITCE-SAP PI and AS2 Communication,Digital & Integration Services,ETA,Active,
ESEAITCE006,ESEAITCE-Securing Conf data in SAP PI,Digital & Integration Services,ETA,Active,
ESEAITCE007,ESEAITCE-TIBCO AMX,Digital & Integration Services,ETA,Active,
ESEAITCE008,ESEAIT-WebSphere Transformation Extender,Digital & Integration Services,ETA,Active,
ESEAITCE009,ESEAIT-BIC Mapping Overview Design,Digital & Integration Services,ETA,Active,
ESEAITCE010,ESEAIT-Oracle ICAN 5.0.5 (J2EE),Digital & Integration Services,ETA,Active,
ESEAITCE011,ESEAITCE-IBPM,Digital & Integration Services,ETA,Active,
ESEAITCE012,ESEAITCE-BODS DOCUMENTATION,Digital & Integration Services,ETA,Active,
ESEAITCE013,ESEAITCE-IBM Integration Bus 9.0,Digital & Integration Services,ETA,Active,
ESEAITCE014,ESEAITCE-Biztalk 2010 Enhancements,Digital & Integration Services,ETA,Active,
ESEAITCE015,ESEAITCE-BPM Best Practices,Digital & Integration Services,ETA,Active,
ESEAITCE016,ESEAITCE-SAP BPM,Digital & Integration Services,ETA,Active,
ESEAITCE017,ESEAITCE-IBM WebSphere Cast Iron,Digital & Integration Services,ETA,Active,
ESEAITF2001,ESEAITA230-Overview of SOA,Digital & Integration Services,ETA,Active,
ESEAITFS13,ESEAITFSSE-IBMMBDS,Digital & Integration Services,ETA,Active,
ESEAITFS14,ESEAITFSAN-IBMBPM8.0,Digital & Integration Services,ETA,Active,
ESEAITFS15,ESEAITFSAN-BPM,Digital & Integration Services,ETA,Active,
ESEAITI1001,ESEAITI120-TIBCO SPOTFIRE,Digital & Integration Services,ETA,Active,
ESEAITI2001,ESAEAITI220-BizTalk ESB Toolkit,Digital & Integration Services,ETA,Active,
ESEAITI2002,ESEAITA200-SAP BPM,Digital & Integration Services,ETA,Active,
ESEAITI2003,ESEAITI200-IBM BPM 8.0,Digital & Integration Services,ETA,Active,
ESEAITI2004,ESEAITI220-TIBCO AMX BPM,Digital & Integration Services,ETA,Active,
ESEAITI2005,ESEAITI220-ADVANCED PROCESS MODELLING,Digital & Integration Services,ETA,Active,
ESEAITI2066,ESEAITI200-BPM Solution Implementation,Digital & Integration Services,ETA,Active,
ESEAITIBIP,EAI Tibco iProcess,Digital & Integration Services,ETA,Active,
ESEAITSE0600,ESEAIT-IBMMQ,Digital & Integration Services,ETA,Active,
ESEASFA1003,ES-FUNC-P100-EAIS-IFS-ERP,CSI Academy,ETA,Active,
ESEASFA2020,ES-FUNC-P200-EAIS-IFS-Financials Part I,CSI Academy,ETA,Active,
ESEASFA2021,ES-FUNC-P200-EAIS-IFS-Financials Part II,CSI Academy,ETA,Active,
ESEASFA2026,ES-F-P200-EAS-IFS-MFG,CSI Academy,ETA,Active,
ESEASFA2028,ES-F-P200-EAS-MDSNAV Trade & Inventory,Digital & Integration Services,ETA,Active,
ESEASFA2029,ES-F-P200-EAS-MDSNAV Finance,Digital & Integration Services,ETA,Active,
ESEASFA3004,ES-FUNC-P300-EAIS-JDA-Demand Planning,Digital & Integration Services,ETA,Active,
ESEASFAN01,ESEASFFSAN-MDS Navision,Digital & Integration Services,ETA,Active,
ESEASFCE001,ESEASFCE-SFDC-Administration,Digital & Integration Services,ETA,Active,
ESEASFCE003,ESEASFCE-MSCRM-Applications Overview,Digital & Integration Services,ETA,Active,
ESEASTA1005,ES-T-P100-EAS-IFS-Data Migration,CSI Academy,ETA,Active,
ESEASTA2010,ES-T-P200-EAS-IFS RFW,CSI Academy,ETA,Active,
ESEASTAN05,ESEASTFSSE-MDS-Axapta,Digital & Integration Services,ETA,Active,
ESEASTCE002,ESEASTCE-SFDC-Developer,Digital & Integration Services,ETA,Active,
ESEASTCE004,ESEASTCE-Sterling-OMS_ESEASTCE004,Digital & Integration Services,ETA,Active,
ESEASTCE005,ESEASTCE-MSCRM Customization & Config,Digital & Integration Services,ETA,Active,
ESEASTCE006,ESEASTCE-MSCRM Inst & Deployment,Digital & Integration Services,ETA,Active,
ESEASTCE007,ESEASTCE-SFDC-Programming,Digital & Integration Services,ETA,Active,
ESEASTCE-Ste,ESEASTCE-Sterling-OMS_ESEASTCE-Ste,Digital & Integration Services,ETA,Active,
ESEASTFS05,ESEASTFSNA-ATG-Technical Overview,CSI Academy,ETA,Active,
ESEASTSE0300,ESEAST-MSCRM Processes&Analytical Tools,Digital & Integration Services,ETA,Active,
ESETIB01,TIBCO for Entry level,Digital & Integration Services,ETA,Active,
ESGENFA1004,ESGENFA100-Enterprise Functions,Digital & Integration Services,ETA,Active,
ESGENFAN03,ESGENFFGAN-Consulting,CSI Academy,ETA,Active,
ESGENFAN04,ESGENFFGAN-Technical Fundamentals,CSI Academy,ETA,Active,
ESGENFCE001,"ESGENFCE-KPI, Metrics, Dashboards",CSI Academy,ETA,Active,
ESGENFCE002,ESGENFCE-Warehousing,CSI Academy,ETA,Active,
ESGENFCE003,ESGENFCE-Supply chain management,CSI Academy,ETA,Active,
ESGENFCE004,ESGENFCE-Overview of marketing,CSI Academy,ETA,Active,
ESGENFCE005,ESGENFCE-FINANCIAL STATEMENT ANALYSIS,CSI Academy,ETA,Active,
ESGENFCE006,ESGENFCE-Purchasing,CSI Academy,ETA,Active,
ESGENFCE007,ESGENFCE-Overview of Acctng & Finance,CSI Academy,ETA,Active,
ESGENFCE008,ESGENFCE-OVERVIEW OF HRM and OB,CSI Academy,ETA,Active,
ESGENFCE009,ESGENFCE-Basics of Finance,CSI Academy,ETA,Active,
ESGENFCE010,ESGENFCE-Exchange Traded Derivatives,CSI Academy,ETA,Active,
ESGENFCE011,ESGENFCE-Over The Counter Derivatives,CSI Academy,ETA,Active,
ESGENFCE012,ESGENFCE-VRM Overview,CSI Academy,ETA,Active,
ESGENFI1001,ESGENFI110-Intro to Digital Marketing,Digital & Integration Services,ETA,Active,
ESGENFI1002,ESGENFI100-Intro to Content Mgmt System,Digital & Integration Services,ETA,Active,
ESGENFI1004,ESGENFI100-Introduction to Search,Digital & Integration Services,ETA,Active,
ESGENFI2001,ESGENFI200-GEN-Adv Content Mgmt Systems,Digital & Integration Services,ETA,Active,
ESGENFI2002,ESGENFI200-CRM Business Functions,CSI Academy,ETA,Active,
ESGENSAP,ACON-Introduction to SAP Practice,CSI Academy,ETA,Active,
ESGENTC3001,ESGENTC310-CRM,Digital & Integration Services,ETA,Active,
ESGENTC3006,ESGENTA310-BPM TOOLS,Digital & Integration Services,ETA,Active,
ESGENTI1005,ESGENTI100-Intro to Operation Research,Digital & Integration Services,ETA,Active,
ESGENTI2005,ESGENTI200-Appl. of Operation Research,Digital & Integration Services,ETA,Active,
ESGENTSE01,ESGENTFGSE-Java Advanced Concepts,CSI Academy,ETA,Active,
ESGENTSE05,ESGENTFGSE-Business Process,CSI Academy,ETA,Active,
ESGENTSE06,ESGENTFGSE-Oracle Advanced Concepts,CSI Academy,ETA,Active,
ESMSCRMTODT,EAIS-MSCRM-Technology Overview-DotNetMod,Digital & Integration Services,ETA,Active,
ESMSCRMTOM1,EAIS-MSCRM-Technology Overview-Module1,Digital & Integration Services,ETA,Active,
ESMSCRMTOM2,EAIS-MSCRM-Technology Overview-Module2,Digital & Integration Services,ETA,Active,
ESMSCRMTOM3,EAIS-MSCRM-Technology Overview-Module3,Digital & Integration Services,ETA,Active,
ESMSCRMTOSR,EAIS-MSCRM-Technology Overview-SSRSRepor,Digital & Integration Services,ETA,Active,
ESOFAR,Oracle Forms and Reports,CSI Academy,ETA,Active,
ESORAPEBIZFU,Oracle Apps E-Biz Fundamentals,CSI Academy,ETA,Active,
ESORCFA1007,ESORCFA100-ORA-OTM,CSI Academy,ETA,Active,
ESORCFAN0501,ESORCF-PS Core HR Workforce Admin,CSI Academy,ETA,Active,
ESORCFAN0503,ESORCF-PS Base Benefits & Benefits Admin,CSI Academy,ETA,Active,
ESORCFAN1007,ESORCFFSAN-Oracle R12 ebusiness tax,CSI Academy,ETA,Active,
ESORCFCE001,ESORCFCE-Credit-Mgmt,CSI Academy,ETA,Active,
ESORCFCE002,ESORCFCE-FUSION APPS CRM,CSI Academy,ETA,Active,
ESORCFCE004,ESORCFCE-Fusion Apps Tech - ADF,CSI Academy,ETA,Active,
ESORCFCE005,ESORCFCE-Fusion Apps Tech Overview,CSI Academy,ETA,Active,
ESORCFCE006,ESORCFCE-Fusion Financials,CSI Academy,ETA,Active,
ESORCFCE007,ESORCFCE-Fusion HCM WF Deployment,CSI Academy,ETA,Active,
ESORCFCE008,ESORCFCE-Fusion Migration,CSI Academy,ETA,Active,
ESORCFCE009,ESORCFCE-Fusion Procurement,CSI Academy,ETA,Active,
ESORCFCE010,ESORCFCE-Fusion-HCM,CSI Academy,ETA,Active,
ESORCFCE011,ESORCFCE-Global Payroll,CSI Academy,ETA,Active,
ESORCFCE012,ESORCFCE-iReceivables,CSI Academy,ETA,Active,
ESORCFCE013,ESORCFCE-iSetup,CSI Academy,ETA,Active,
ESORCFCE014,ESORCFCE-iStore,CSI Academy,ETA,Active,
ESORCFCE015,ESORCFCE-SUB LEDGER ACCOUNTING,CSI Academy,ETA,Active,
ESORCFCE016,ESORCFCE-Trade Management,CSI Academy,ETA,Active,
ESORCFCE023,ESORCFCE-Siebel Open UI,CSI Academy,ETA,Active,
ESORCFCE024,ESORCFCE-Oracle-Financials-AGIS,CSI Academy,ETA,Active,
ESORCFI1001,ESORCFI100-RNOW,CSI Academy,ETA,Active,
ESORCFI2013,ESORCT-Oracle R12 WMS,CSI Academy,ETA,Active,
ESORCFI2014,ESORCFI200-Oracle Demantra,CSI Academy,ETA,Active,
ESORCTA1004,ES-T-P100-ORC-Hyperion-Financial Mgmt,CSI Academy,ETA,Active,
ESORCTA1005,ES-T-P100-ORC-Hyperion-Essbase Basic,CSI Academy,ETA,Active,
ESORCTA1006,ESORCT200-Fusion CRM,CSI Academy,ETA,Active,
ESORCTA2001,ESORCT200-BI Publisher 11g,CSI Academy,ETA,Active,
ESORCTA2017,ES-T-P200-ORC-SOA10g,CSI Academy,ETA,Active,
ESORCTA2019,ESORCTA200-IFS-Product Enhancement,CSI Academy,ETA,Active,
ESORCTA2020,ES-T-P200-ORC-Argus Safety Suite Essenti,CSI Academy,ETA,Active,
ESORCTA2021,ES-T-P200-ORC-RedPrairie Workforce Mgmt,CSI Academy,ETA,Active,
ESORCTA2022,ES-T-P200-ORC-ODI,CSI Academy,ETA,Active,
